filename,variable,group_id,mean,sd,n,r,se,error_type,plot_type,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
190_data_2012_r.png,2012r,c,0.567381274630295,0.901401625693328,4,NA,0.450700812846664,se,mean_error,
190_data_2012_r.png,2012r,cn,4.56960449270867,1.98308357652532,4,NA,0.99154178826266,se,mean_error,
190_data_2012_r.png,2012r,m,4.38932416757001,1.65857899127573,4,NA,0.829289495637863,se,mean_error,
190_data_2012_r.png,2012r,on,0.675549469713493,0.90140162569333,4,NA,0.450700812846665,se,mean_error,
190_data_2012_sa.png,sb-a,c,0.462810544275691,0.972798745499209,4,NA,0.486399372749604,se,mean_error,
190_data_2012_sa.png,sb-a,cn,3.38120686144577,4.27185536067044,4,NA,2.13592768033522,se,mean_error,
190_data_2012_sa.png,sb-a,m,3.78301528095192,4.82169812986564,4,NA,2.41084906493282,se,mean_error,
190_data_2012_sa.png,sb-a,on,2.11233917455111,5.54072328958245,4,NA,2.77036164479122,se,mean_error,
190_data_2013_ba.png,2013-ba,c,1.39210103963919,2.73433303541811,3,NA,1.57866791405273,se,mean_error,
190_data_2013_ba.png,2013-ba,cn,4.97998243437493,4.06007026471173,3,NA,2.34408266026012,se,mean_error,
190_data_2013_ba.png,2013-ba,m,5.86499346278859,3.35577236164949,3,NA,1.93745607633744,se,mean_error,
190_data_2013_ba.png,2013-ba,on,0.17222092289298,0.287030529827769,4,NA,0.143515264913885,se,mean_error,
190_data_2013_r.png,2013r,c,0.511820072552063,0.7880702919411,4,NA,0.39403514597055,se,mean_error,
190_data_2013_r.png,2013r,cn,1.86905224200618,0.834153091186324,3,NA,0.481598511741783,se,mean_error,
190_data_2013_r.png,2013r,m,2.49294113961928,1.86072152263871,4,NA,0.930360761319353,se,mean_error,
190_data_2013_r.png,2013r,on,0.555601671930747,0.809961133383908,4,NA,0.404980566691954,se,mean_error,
190_data_2013_sa.png,2013-sa,c,0.0181767026668811,0,4,NA,0,se,mean_error,
190_data_2013_sa.png,2013-sa,cn,0.54047562063817,1.44178316862158,3,NA,0.832413900516743,se,mean_error,
190_data_2013_sa.png,2013-sa,m,1.19334926810228,2.72574747816267,4,NA,1.36287373908133,se,mean_error,
190_data_2013_sa.png,2013-sa,on,0.899556126743432,2.49724170155023,4,NA,1.24862085077511,se,mean_error,
407_a.png,a,c-social,0.612824675324675,0.562177219804752,5,NA,0.251413295777053,sd,boxplot,
407_a.png,a,c-solitary,0.361201298701298,0.335254368780475,5,NA,0.149930311669385,sd,boxplot,Boxplot whiskers not shown; Q1=0 used as proxy for Min.
407_a.png,a,fs-social,3.75811688311688,3.37468344144756,4,NA,1.68734172072378,sd,boxplot,
407_a.png,a,fs-solitary,1.38798701298701,1.32581389516733,4,NA,0.662906947583666,sd,boxplot,
407_r.png,r,c-social,0.364864885554514,0.298081972839778,5,NA,0.133306310827398,sd,boxplot,
